######;#;#;#;;#;;;;;;;;;x
PROV380;Tazawa Lake;Tazawa;Tazawa;;Tazawa;;;;;;;;;x
PROV381;Inawashiro Lake;Inawashiro;Inawashiro;;Inawashiro;;;;;;;;;x
PROV382;Lake Kasumigaura;Kasumigaura;Kasumigaura;;Kasumigaura;;;;;;;;;x
PROV383;Hinuma Lake;Hinuma;Hinuma;;Hinuma;;;;;;;;;x
PROV384;Biwa Lake;Biwa;Biwa;;Biwa;;;;;;;;;x
PROV385;Shinji Lake;Shinji;Shinji;;Shinji;;;;;;;;;x
PROV386;Nakaumi;Nakaumi;Nakaumi;;Nakaumi;;;;;;;;;x
PROV387;Omura Bay;Omura;Omura;;Omura;;;;;;;;;x
PROV388; ; ; ;A1; ;;;;;;;;;x
######;#;#;#;;#;;;;;;;;;x
